MatvareID;Matvare;Vann;Kilojoule;Kilokalorier;Fett;Omega-3;Karbohydrat;Sukker, tilsatt;Protein;Salt;Alkohol;Vitamin A;Vitamin D;Vitamin E;Vitamin B6;Vitamin C;Kalsium
03.217;Lam, grytekjøtt, rå;68;801;192;13,2;0,38;0;0;18,4;0,2;0;7;0,1;0,4;0,16;0;6
03.213;Lam, indrefilet, rå;75;487;116;3,8;0,1;0;0;20,4;0,2;0;4;0;0,3;0,22;0;7
03.266;Lam, kotelett og sadel, kjøtt med fettrand, rå;61;1066;257;20,4;0,59;0;0;18,3;0,2;0;8;0;0,7;0,42;0;20
03.342;Lam, kotelett og sadel, kjøtt uten fettrand, rå;71;609;145;6,5;0,18;0;0;21,7;0,2;0;4;0;0,7;0,37;0;5
03.015;Lam, lår med mørbrad, rå;69;754;181;11,6;0,34;0;0;19,1;0,2;0;7;0;0,5;0,16;0;8
03.014;Lam, lår, stek, rå;70;676;162;9,3;0,26;0;0;19,5;0,2;0;6;0;0,5;0,18;0;7
03.017;Lam, ribbe, side med ben, rå;59;1181;285;24,2;0,68;0;0;16,8;0,2;0;18;0,1;0,3;0,12;0;9
03.013;Lam, sadel, rå;64;944;227;17,1;0,49;0;0;18,3;0,2;0;7;0;0,3;0,16;0;10
03.212;Lam, ytrefilet, rå;74;506;120;3,9;0,11;0;0;21,3;0,2;0;1;0;0,4;0,26;0;8
03.032;Pinnekjøtt, råvare;31;1876;452;37;1,05;0;0;29,8;M;0;17;0;0,6;M;0;16
03.031;Sau, fårekjøtt, lettsaltet, rå;45;1533;371;35;1,02;0;0;14;4;0;24;0,1;0,3;0,12;0;25
03.267;Lam, kotelett, stekt;44;1458;350;24,9;0,89;0;0;31,6;0,3;0;10;0;0,4;0,18;0;17
03.265;Lam, lårstek med mørbrad, ovnsstekt;54;1054;252;13,3;0,46;0;0;33,1;0,2;0;9;0,1;0,7;0,19;0;11
03.039;Kalv, koteletter, rå;74;494;117;3;0,04;0;0;22,5;0,2;0;2;0;0,2;0,4;0;12
03.037;Kalv, stek, rå;75;453;107;2,4;0,03;0;0;21,4;0,1;0;1;0;0,2;0,4;0;13
03.051;Storfe, bankekjøtt, rå;73;524;125;4,1;0,06;0;0;21,9;0,1;0;4;0,1;0,2;0,23;0;3
03.052;Storfe, bibringe, rå;66;869;209;14,8;0,21;0;0;18,9;0,2;0;9;0,2;0,4;0,16;0;12
03.053;Storfe, bog, uten knoke, rå;70;669;160;8,8;0,12;0;0;20,2;0,2;0;8;0,1;0,4;0,18;0;11
03.221;Storfe, bogstek, rå;74;508;121;3,7;0,05;0;0;21,8;0,1;0;5;0,1;0,3;0,23;0;4
03.344;Storfe, entrecôte, synlig fett skåret vekk, rå;72;592;141;5,7;0,08;0;0;22,4;0,1;0;3;0,2;0,4;0,52;0;5
03.054;Storfe, entrecôtekam, rå;67;834;200;13,1;0,18;0;0;20,5;0,1;0;6;0,2;0,5;0,48;0;4
03.345;Storfe, fett fra storfekjøtt, rå;17;3011;732;80;1,12;0;0;3;0;0;25;0,6;1,3;0,11;0;2
03.068;Storfe, filetkam, rå;72;692;165;9;0,12;0;0;21,1;0,1;0;7;0,1;0,2;0,15;0;7
03.056;Storfe, flatbiff, rå;75;445;105;1,7;0,02;0;0;22,5;0,1;0;2;0;0,3;0,38;0;3
03.057;Storfe, høyrygg, rå;70;679;162;9,2;0,12;0;0;19,9;0,2;0;8;0,1;0,4;0,2;0;10
03.058;Storfe, indrefilet, rå;74;497;118;3,7;0,05;0;0;21,2;0,1;0;4;0,1;0,4;0,3;0;4
03.222;Storfe, kam, rå;70;677;162;8,6;0,11;0;0;21,1;0,1;0;7;0,1;0,3;0,2;0;4
03.060;Storfe, kotelettkam, rå;69;710;170;9,9;0,13;0;0;20,2;0,2;0;9;0,2;0,3;0,19;0;9
03.064;Storfe, mørbrad, rå;74;463;110;2,3;0,03;0;0;22,2;0,1;0;3;0;0,3;0,35;0;3
03.219;Storfe, rundstek, rå;74;451;107;2;0,03;0;0;22,2;0,1;0;3;0;0,2;0,31;0;3
03.066;Storfe, ytrefilet, rå;75;463;110;2,3;0,03;0;0;22,2;0,1;0;3;0;0,2;0,25;0;3
03.151;Bankekjøtt, salt;70;429;102;4,3;0,06;0;0;15,9;2;0;4;0;0,2;0,1;0;3
03.268;Storfe, entrecôtekam, stekt;62;902;216;12,8;0,23;0;0;25,2;0,1;0;5;0,1;0,3;0,33;0;5
03.280;Storfe, kjøtt, kokt;65;790;189;9,4;0,17;0;0;26;0,1;0;8;0,1;0,4;0,1;0;13
03.281;Storfe, stek, roastbiff, rosa stekt;70;591;140;3,6;0,06;0;0;26,9;0,1;0;3;0;0,2;0,13;0;5
03.271;Storfe, ytrefilet, stekt;70;547;129;1,7;0,03;0;0;28,5;0,1;0;2;0;0,2;0,27;0;4
03.349;Svin, 70 % skinke, 30 % flatbiff, strimlet, rå;73;515;122;3,8;0,06;0;0;22;0,1;0;3;0,1;0,6;0,6;0;4
03.099;Svin, bacon med svor, rå;51;1402;339;31,5;0,44;0;0;13,9;2,8;0;14;0,4;1,3;0,49;0;7
03.095;Svin, bogstek, kjøtt uten fettrand, rå;72;605;144;6,7;0,07;0;0;21;0,1;0;6;0,1;0,7;0,51;0;4
03.347;Svin, bogstek, med fettrand, rå;64;915;220;16,1;0,19;0;0;18,7;0,1;0;8;0,2;0,7;0,45;0;4
03.291;Svin, familieribbe, rå;54;1357;328;29,5;0,36;0;0;15,6;0,1;0;13;0,4;1,2;0,49;0;5
03.350;Svin, fettrand, rå;15;3049;741;80,5;1,05;0;0;4,2;0,1;0;22;0,6;1,3;0,04;0;4
03.208;Svin, flatbiff, rå;74;437;103;1,7;0,03;0;0;22;0,1;0;1;0;0,5;0,68;0;4
03.201;Svin, grillben, rå;63;1025;247;19,9;0,24;0;0;17;0,1;0;9;0,4;0,8;0,49;0;5
03.209;Svin, indrefilet, rå;74;489;116;3,1;0,05;0;0;22;0,1;0;1;0,1;0,7;0,6;0;5
03.207;Svin, kjøtt fra knoke, rå;72;631;151;8,1;0,09;0;0;19,5;0,1;0;7;0,2;1,1;0,51;0;4
03.096;Svin, kotelett, kam, svinekotelett, uten fettrand, rå;69;703;168;8,9;0,1;0;0;22;0,1;0;6;0,2;0,6;0,56;0;5
03.082;Svin, kotelett, kam, svinekoteletter, inntil 5 mm fettrand, rå;62;1012;244;18,3;0,22;0;0;19,8;0,1;0;8;0,2;0,7;0,49;0;5
03.089;Svin, midtribbe, med kam og svor, rå;54;1357;328;29,5;0,41;0;0;15,6;0,1;0;13;0,4;1,2;0,49;0;5
03.086;Svin, mørbrad, rå;65;895;215;15,7;0,18;0;0;18,5;0,1;0;6;0,2;0,7;0,34;0;13
03.083;Svin, nakkekoteletter, rå;64;935;225;17;0,21;0;0;18;0,1;0;8;0,4;0,9;0,36;0;7
03.100;Svin, sideflesk, lettsaltet, rå;57;1245;301;27,4;0,33;0;0;13,6;3;0;12;0,3;1,1;0,49;0;5
03.090;Svin, sideflesk, uten ben, rå;50;1585;384;36,6;0,51;0;0;13,6;0,2;0;16;0,5;1,5;0,14;0;5
03.091;Svin, skinke, med knoke, rå;66;911;219;16,4;0,22;0;0;17,9;0,2;0;7;0,2;0,7;0,17;0;4
03.346;Svin, skinkestek med fettrand, uten svor, rå;64;919;221;16;0,21;0;0;19,2;0,1;0;6;0,2;0,7;0,48;0;4
03.098;Svin, skinkestek, rå;73;548;130;4,7;0,07;0;0;22;0,1;0;4;0,1;0,6;0,56;0;5
03.087;Svin, tynnribbe, med svor, rå;50;1533;371;35,1;0,43;0;0;13,8;0,1;0;15;0,4;1,4;0,49;0;5
03.210;Svin, ytrefilet, rå;74;467;110;1,6;0,02;0;0;24;0,1;0;3;0;0,4;0,71;0;4
03.275;Svin, bacon med svor, stekt;6;2895;700;65,1;1,14;0;0;28,7;0,3;0;28;0,8;2,8;0,19;0;10
03.283;Svin, familieribbe, stekt;41;1731;418;36,3;0,62;0;0;22,8;0,1;0;16;0,5;1,5;0,45;0;7
03.272;Svin, flatbiff, stekt;70;541;128;1,8;0,04;0;0;27,9;0,1;0;1;0;0,5;0,57;0;4
03.273;Svin, koteletter, kam med fettrand, stekt;56;1132;272;19,2;0,29;0;0;24,7;0,1;0;8;0,2;0,8;0,41;0;5
03.297;Svin, koteletter, kam uten fettrand, stekt;63;814;194;9,4;0,13;0;0;27,5;0,1;0;6;0,2;0,7;0,46;0;5
03.274;Svin, nakkekoteletter, stekt;69;794;191;13,6;0,21;0;0;17,1;0,1;0;6;0,3;0,8;0,22;0;6
03.285;Svin, sideflesk, lettsaltet, stekt;23;2290;553;48,7;0,74;0;0;28,7;5,9;0;21;0,6;2,1;0,69;0;9
03.296;Svin, stek uten fettrand, ovnsstekt;65;706;168;5,4;0,1;0;0;29,9;0,1;0;5;0,1;0,8;0,48;0;6
03.282;Svin, stek, med fettrand, ovnsstekt;60;1019;245;17,3;0,29;0;0;22,4;0,2;0;7;0,2;0,8;0,13;0;5
03.117;Blod, okse, rå;81;327;77;0,2;0;0;0;18,8;0,6;0;28;0,1;0,4;0,01;0;5
03.112;Elg, ytterlår, stek, rå;74;424;100;1,3;0,04;0;0;22,1;0,1;0;2;0,4;0,8;0,48;0;4
03.132;Hamburger, rå;71;684;164;9,1;0,08;0;0;20,4;0,2;0;14;0,1;0,4;0,26;0;6
03.113;Hare, kjøtt, rå;73;544;129;5;0,08;0;0;21,1;0,1;0;8;0;0,8;0,36;0;13
03.118;Hjerte, rå;77;450;107;3,9;0,07;0;0;18;0,2;0;6;1;0,3;0,26;2;6
03.114;Hjort, stek, rå;76;417;99;1,3;0,06;0;0;21,7;0,2;0;8;0,4;0,8;0,5;0;8
03.033;Hval, kjøtt, rå;73;506;120;2,1;0,07;0;0;25,2;0,2;0;90;3,8;0,3;0,05;0;4
03.044;Kanin, kjøtt, rå;73;522;124;4;0,2;0;0;22;0,1;0;10;0,4;0,4;0,6;0;13
03.126;Karbonadedeig, rå;74;549;131;5;0,07;0;0;21,3;0,1;0;5;0,1;0,3;0,22;0;5
03.136;Karbonader, okse, rå;68;861;207;15,8;0,22;3,6;0;12,7;1,3;0;8;0,2;0,3;0,11;0;54
03.366;Kjøttdeig, kylling, rå;73;605;145;8,1;0,2;0;0;18;0,2;0;21;0;1,1;0,35;2;23
03.127;Kjøttdeig, storfe, med salt og vann, rå;68;817;196;13,9;0,19;0;0;17,8;1,2;0;8;0,2;0,3;0,15;0;11
03.397;Kjøttdeig, storfe, uten salt og vann, rå;67;819;197;13,2;0,09;0;0;19,4;0,2;0;22;0,2;0,4;0,3;M;7
03.348;Kjøttdeig, svin, rå;72;605;144;6,7;0,07;0;0;21;0,1;0;6;0,1;0,7;0,51;0;4
03.129;Kjøttfarse, rå;74;676;163;11,6;0,17;3,2;0,2;11,2;1,5;0;8;0,2;0,3;0,1;0;72
03.259;Lever, kylling, rå;75;561;133;4,1;0,02;5;0;19,1;0,2;0;9373;0,2;0,6;0,82;28;8
03.120;Lever, lam, rå;72;538;128;4,1;0,56;2;0;20,7;0,2;0;32760;0,5;1,5;0,53;20;5
03.121;Lever, rein, rå;72;539;128;4,1;0,54;3,3;0;19,5;0,2;0;20000;0,1;0,8;0,62;11;6
03.122;Lever, storfe, rå;72;524;124;3,2;0,36;3,5;0;20,3;0,2;0;23220;1,1;1,3;0,74;25;4
03.123;Lever, svin, rå;73;504;120;3,4;0,17;0,9;0;21,4;0,2;0;8642;1,1;1,4;0,64;15;5
03.128;Medisterdeig, rå;71;704;169;10,6;0,14;0;0;18,3;1,1;0;5;0,1;0,5;0,22;0;4
03.115;Reinsdyr, bog, stek, rå;74;495;118;3,6;0,14;0;0;21,3;0,2;0;8;0,3;0,8;0,44;12;7
03.365;Villsvin, kjøtt, rå;74;446;105;1,5;0,05;0;0;23;0,2;0;2;0;0,6;0,54;0;4
03.252;Wienersnitzel, rå;57;1018;244;15,8;0,44;5,8;0;19,7;1,3;0;11;0;0,7;0,17;0;23
03.188;Bogskinke, hermetisk;71;564;135;7,2;0,13;0;0;16,8;2,5;0;4;0;0,3;0,32;0;6
03.358;Elg, stek, ovnsstekt;71;527;124;1,4;0,05;0;0;28;0,1;0;2;0,4;0,8;0,38;0;5
03.139;Karbonadedeig, stekt uten fett;64;725;172;5,7;0,1;0;0;30,3;0,2;0;6;0,1;0,4;0,21;0;7
03.457;Kjøttboller;66;839;202;14,9;0,32;3,8;M;11,3;1,9;0;8;0;1,1;0,12;1;29
03.454;Kjøttboller, First Price;67;782;188;13;0,3;4,4;M;11,3;1,6;0;7;0;1;0,13;1;16
03.177;Kjøttboller, hermetisk;80;463;111;6,4;0,12;3,7;0;9,4;1,8;0;4;0,1;0,2;0,05;0;81
03.319;Kjøttboller, kalkun og kylling;70;735;176;11,8;0,31;4,5;0;12,8;1,8;0;17;0;1,3;0,15;2;58
03.459;Kjøttboller, kalkun og kylling, Prior;74;591;141;7,4;0,16;4,5;0;13,9;1,5;0;7;0;1,3;0,14;3;81
03.458;Kjøttboller, kylling, Coop;67;878;211;16,2;0,46;4,5;M;11,6;2,1;0;26;0;1,4;0,15;1;34
03.456;Kjøttboller, svenske, Coop;65;915;221;17,4;0,45;3,3;M;11,2;2,2;0;12;0;1,3;0,12;0;19
03.455;Kjøttboller, svenske, Gilde;67;821;198;14,4;0,2;3,8;M;11,4;1,9;0;5;0;1,2;0,11;1;52
03.138;Kjøttdeig, storfe, stekt uten fett;60;996;239;15,5;0,28;0;0;24,9;1,4;0;9;0,2;0,4;0,14;0;15
03.141;Kjøttdeig, svin, stekt uten fett;65;744;177;7,2;0,1;0;0;28,2;0,2;0;6;0,2;0,7;0,46;0;5
03.133;Kjøttkaker;70;739;177;11,3;0,19;6,8;M;11,9;2,1;0;6;0;2,2;0,1;1;35
03.452;Kjøttkaker, Gilde;72;652;156;9;0,11;7,1;M;11,4;1,8;0;6;0;2,1;0,13;1;43
03.453;Kjøttkaker, Nordfjord;67;826;198;13,6;0,28;6,4;M;12,3;2,5;0;6;0;2,2;0,08;1;27
03.260;Reinsdyr, kjøtt, røkt;70;480;114;3,1;0,12;0;0;21,5;4,4;0;9;0,4;0,8;0,44;0;15
03.352;Reinsdyr, kjøtt, tørket, rå;34;1331;318;17,6;0,69;0;0;40;0,6;0;21;0,7;0,8;0,9;0;34
03.181;Reinsdyrkaker, hermetisk;75;551;132;6,6;0,15;5,1;0;12,9;2,9;0;5;0,1;0,3;0,09;4;40
03.351;Reinsdyrskav, fryst, rå;72;606;145;7,5;0,31;0;0;19,3;0,2;0;8;0,3;0,8;0,44;0;7
03.362;Rådyr, kjøtt, rå;77;401;95;1,2;0,04;0;0;21;0,2;0;8;0,4;0,8;0,44;0;10
03.363;Chorizo, pølse;37;1494;360;29,1;0,1;3,4;0;20,7;3,8;0;18;0,6;0,4;0,17;9;29
03.152;Falukorv;60;1067;257;21,2;0,27;5,3;0;11,3;1;0;11;0,1;0,3;0,02;0;47
03.144;Grillpølse;69;887;214;18,5;0,23;1,2;M;10,4;2;0;6;0;1,6;0,11;25;17
03.444;Grillpølse, Gilde;72;816;197;17;0,23;0,4;M;10,6;1,6;0;7;0;0,7;0,15;38;8
03.318;Grillpølse, kalkun og kylling;70;729;175;10,9;0,18;7,2;M;11,7;1,8;0;28;0;2,4;0,13;32;44
03.460;Grillpølse, kalkun og kylling, Prior;72;676;162;10,2;0,19;6,2;M;11,1;1,9;0;33;0;1,2;0,14;44;36
03.461;Grillpølse, kalkun og kylling, Solvinge;67;781;187;11,6;0,18;8,1;M;12,3;1,8;0;23;0;3,6;0,11;20;51
03.199;Grillpølse, mager, Gilde;71;686;165;10,1;0,14;5,3;M;12,8;1,8;0;3;0;0,6;0,15;39;8
03.445;Grillpølse, Nordfjord;69;956;231;21;0,24;0,4;M;10,1;2,3;0;5;0;3,2;0,09;9;28
03.443;Grillpølse, X-tra;69;872;210;17,6;0,23;2;M;10,5;2;0;7;0;0,8;0,1;28;14
03.145;Kjøttpølse;70;834;201;16,5;0,25;2,4;M;10,2;2,2;0;6;0;0,9;0,11;17;16
03.446;Kjøttpølse, Gilde;69;844;204;16,5;0,28;2,4;M;10,8;1,7;0;9;0;0,7;0,12;25;9
03.146;Kjøttpølse, med mindre fett;74;621;149;9,2;0,13;5,5;0;11;1,8;0;5;0,1;0,4;0,14;0;8
03.447;Kjøttpølse, Nordfjord;70;824;199;16,5;0,22;2,4;M;9,6;2,8;0;4;0;1,1;0,09;9;23
03.147;Knakkpølse;58;1060;256;21,1;0,3;5,5;0;10,9;2,1;0;9;0;0,2;0,02;0;50
03.356;Kylling- og kalkunpølse, med mindre fett;70;700;168;10,6;0,25;5;0;13,1;2,3;0;40;M;1,1;0,14;29;57
03.361;Kylling- og kalkunpølse, med ost;65;836;201;14,1;0,3;4,6;0;13,4;2,1;0;37;0;1,6;0,15;0;106
03.148;Medisterpølse, røkt/urøkt, kokt;55;1100;266;22,5;0,31;5,1;0;10,6;1,8;0;7;0;0,2;0,01;0;44
03.357;Ostegrill, ostewiener;59;1018;245;19,3;0,25;5,1;0;12,4;1,8;0;25;0;1,1;0,11;29;103
03.364;Salsiccia, italiensk pølse;52;1128;271;18,3;0,06;4,7;0;21,8;2,7;0;14;0,4;0,1;0,47;74;11
03.149;Sosisser, små pølser;57;1069;258;21,3;0,31;5,4;0;11,1;1,8;0;9;0;0,2;0,02;0;49
03.150;Wienerpølse;69;873;211;17,4;0,26;2,3;M;10,9;2,1;0;9;0;1,2;0,1;29;13
03.449;Wienerpølse, Finsbråten;70;833;201;16,1;0,2;2,1;M;11,8;2,2;0;10;0;2;0,12;35;15
03.448;Wienerpølse, Gilde;69;886;214;18;0,28;2,1;M;10,8;1,8;0;9;0;0,8;0,1;31;9
03.451;Wienerpølse, kalkun og kylling, Prior;75;599;144;8,9;0,22;5,5;M;10,1;2,1;0;14;0;1,3;0,13;36;43
03.198;Wienerpølse, mager, Gilde;75;566;135;6,9;0,13;5,5;M;12,5;2;0;9;0;1;0,14;35;11
03.450;Wienerpølse, X-tra;68;894;216;18,2;0,29;2,4;M;10,1;2,2;0;8;0;0,9;0,09;22;14
03.103;Bayonneskinke, kokt;60;949;228;15,9;0,21;0;0;21,2;1,4;0;4;0;0,3;0,29;0;10
03.170;Blodpudding;36;1346;322;14,9;0,28;31,3;11;13,8;1,4;0;17;0,2;0,7;0,09;0;20
03.029;Fenalår;45;1098;263;16,8;0,27;0;0;28;8,5;0;7;0;0,2;0,37;0;7
03.153;Fleskepølse;37;2096;509;51,9;0,71;0,7;0;9,2;2;0;17;0,5;1,5;0,1;0;21
03.154;Fårepølse;43;1407;339;27,1;0,34;0,5;0;23,3;5;0;9;0,2;1;0,32;0;8
03.323;Kalkunfilet, naturell/røkt;73;374;88;0,5;0,01;0;0;20,9;3,3;0;2;0;0,3;0,39;0;2
03.322;Kalkunrull, krydderskinke;74;420;100;3,5;0,12;0;0;17,1;3,3;0;8;0;0,5;0,19;0;5
03.155;Kalverull;66;872;210;15,2;0,21;7,4;0;10,8;1,8;0;6;0,2;0,5;0,17;0;11
03.137;Karbonader;69;804;193;13,8;0,27;4,5;M;12,5;1,8;0;7;0;0,5;0,12;1;22
03.442;Karbonader, First Price;65;868;209;14,1;0,29;6,3;0;13,6;1,7;0;12;0;0,5;0,1;1;19
03.439;Karbonader, Gilde;77;533;128;7,5;0,06;2,8;0;11,7;1,7;0;7;0;0,3;0,11;1;35
03.440;Karbonader, Prima;70;787;189;14,3;0,3;2,8;M;11,8;1,8;0;4;0;0,4;0,14;0;17
03.441;Karbonader, X-tra;62;1028;248;19,1;0,42;6;M;12,9;2,1;0;6;0;0,9;0,13;0;15
03.134;Kjøttpudding, stekt;66;808;194;13,6;0,1;6,2;0;11,7;2;0;M;0;M;M;0;60
03.106;Kokt skinke;74;399;95;2,8;0,05;0,7;0;16,7;2,5;0;1;0;0,2;0,25;38;6
03.421;Kokt skinke, First Price;73;436;104;4;0,07;0,9;0;16;2,8;0;2;0;0,2;0,22;65;4
03.419;Kokt skinke, Gilde;72;422;100;2,7;0,05;0,9;0;18;2,2;0;1;0;0,2;0,25;25;8
03.420;Kokt skinke, Nordfjord;76;340;80;1,7;0,04;0,3;0;16;2,5;0;1;0;0,2;0,27;24;6
03.438;Kyllingpostei;73;561;134;7,9;0,4;5,8;M;10,1;1,4;0;2900;0;1,6;0,2;47;34
03.437;Kyllingpostei, hermetisk, Stabburet;73;543;130;7,9;0,4;5,3;M;9,4;1,6;0;2651;0;1,7;0,16;27;42
03.436;Kyllingpostei, ovnsbakt, Prior;72;580;139;7,8;0,4;6,3;M;10,8;1,3;0;3150;0;1,5;0,24;67;25
03.214;Lammerull;50;1040;251;20,3;0,53;0,2;0;16,8;2,8;0;9;0;0,3;0;0;16
03.471;Leverpostei, fersk, Stabburet;66;981;237;20;0,58;4,3;0;9,9;1,8;0;2428;0;1,7;0,12;20;6
03.469;Leverpostei, grov, dansk, Stryhns;60;1025;247;18;0,9;9,8;M;10,4;1,5;0;3144;4,6;2,3;0,14;35;10
03.289;Leverpostei, hermetisk;61;1067;258;22;0,47;4,9;M;10;1,7;0;3197;0;1,4;0,09;13;6
03.434;Leverpostei, hermetisk, Stabburet;63;981;237;20;0,58;4,3;0;9,9;1,8;0;3198;0;1,7;0,12;20;7
03.157;Leverpostei, ovnsbakt;63;959;231;19;1,03;5,5;M;9,3;1,5;0;3052;0;2,9;0,16;47;13
03.432;Leverpostei, ovnsbakt, Gilde;65;901;217;17;0,29;6,2;M;9,8;1,4;0;2827;0;0,8;0,17;77;7
03.433;Leverpostei, ovnsbakt, Mills;65;986;238;20;1,9;4,9;0;9;1,5;0;3500;0;5;0,14;16;19
03.468;Leverpostei, ovnsbakt, Vita hjertego;64;936;226;17,4;0,83;6,2;M;10,1;1,5;0;3144;0;2,3;0,14;35;10
03.470;Leverpostei, uspesifisert;65;968;233;18,7;0,85;5,9;0;9,9;1,6;0;3040;0,8;2,3;0,14;34;10
03.171;Lungemos, kjøpt;82;398;95;4,5;0,06;0,4;0;13,1;2,2;0;3;0;0,1;0,06;0;8
03.135;Medisterkaker, stekt;60;1183;286;24,9;0,32;5,2;0;10,1;1,8;0;9;0,2;0,5;0,08;0;56
03.159;Morrpølse;31;1729;417;34,5;0,41;0,1;0;26,5;5,5;0;9;0,3;1,9;0,38;0;12
03.161;Okserull;55;694;166;8,7;0,11;0,5;0;21,4;0;0;6;0;0,4;0,01;0;13
03.162;Reinsdyrpølse;27;1764;427;38,5;1,76;0;0;20;4,8;0;0;0;M;M;0;10
03.353;Ribberull, skiver;64;806;194;13,5;0,17;0;0;18;1,9;0;6;0,3;0,8;0,28;0;7
03.354;Roastbiff, skiver;71;544;129;2,7;0,04;0;0;26,1;0,1;0;5;0;0,2;0,29;0;4
03.163;Salami;33;1776;429;39,5;0,5;0,9;0;17,6;5,4;0;11;0;1,2;0,24;10;10
03.429;Salami, dansk, First Price;28;2092;507;50;0,73;0,1;0;14,2;5,3;0;13;0;1,3;0,13;14;10
03.427;Salami, dansk, Tulip;28;2056;498;48;0,59;3,4;0;13,1;4,5;0;11;0;1,4;0,21;0;8
03.426;Salami, Gilde spesialsalami;43;1241;298;22;0,37;0,1;0;25;6,8;0;14;0;0,8;0,34;24;14
03.425;Salami, Grilstad jubelsalami;35;1713;414;38;0,32;0,1;0;18;5;0;8;0;1,1;0,29;1;7
03.428;Salami, mager, Gilde;58;701;167;6,5;0,1;0,1;0;27;6,8;0;7;0;0,6;0,4;22;11
03.164;Servelat;63;824;198;14,5;0,23;7,1;0;9,9;2,4;0;7;0;0,3;0,12;37;11
03.423;Servelat, Folkets;62;821;197;14;0,21;8,2;0;9,6;2,8;0;9;0;0,3;0,12;53;11
03.202;Servelat, mager, Gilde;70;603;145;9;0,1;4,5;0;11,4;2;0;6;0;0,4;0,14;26;15
03.422;Servelat, Nordfjord;66;754;181;13,2;0,2;5,2;0;10,4;2;0;6;0;0,3;0,13;14;13
03.424;Servelat, X-tra;61;898;216;16,2;0,27;7,9;0;9,7;2,5;0;6;0;0,5;0,12;44;10
03.109;Skinkerull, Westfalerskinke;54;1192;286;20;0,28;0;0;26,6;8,7;0;4;0;0,3;0,16;0;15
03.111;Spekeskinke;50;850;203;9,2;0,14;0;0;30;9,9;0;3;0;0,5;0,46;0;14
03.431;Spekeskinke, Gilde;49;853;203;8,8;0,1;0;0;31;11;0;2;0;0,3;0,44;0;12
03.430;Spekeskinke, Strandaskinke, Grilstad;51;848;202;9,6;0,18;0;0;29;8,8;0;4;0;0,8;0,48;0;15
03.166;Stabburpølse;56;1313;317;28;0,61;1,8;1,7;14,5;3,2;0;17;0,2;0,6;0,26;0;8
03.105;Svinekam, røkt;67;865;209;17,6;0,22;0,3;0;12,3;2,2;0;4;0;0,1;0,16;0;14
03.167;Sylte;55;1260;304;24,5;0,4;0,2;0;20,6;2,7;0;7;0,3;0,7;0,12;0;9
03.464;Bidos, hjemmelaget;87;270;64;2,3;0,11;3,2;0;7,3;0,2;0;39;0,1;0,5;0,09;6;10
03.256;Biff stroganoff;63;989;238;18;0,25;4,3;0,3;14,4;0,6;0;211;0,4;1,1;0,14;4;40
03.309;Cheeseburger, med brød, dressing mv, kjøpt;50;1069;255;10,9;0,31;22,7;2,2;16;0,8;0;53;0,1;1;0,15;0;92
03.462;Chili con carne;78;440;105;4,5;0,07;6,8;0,3;8,1;0,4;0;28;0,1;1,3;0,14;16;30
03.251;Fårikål av lammekjøtt;81;448;108;6,4;0,22;3,5;0;8,3;0,1;0;4;0;0,3;0,05;6;27
03.310;Hamburger, dobbel, med brød, dressing mv, kjøpt;59;869;207;9,4;0,39;18,2;2,4;12,1;0,9;0;41;0,1;1,4;0,12;0;54
03.311;Hamburger, ekstra kjøtt, med brød, dressing mv, kjøpt;59;894;213;10;0,22;13,4;2,6;17,2;1;0;56;0,1;0,8;0,17;1;95
03.308;Hamburger, enkel, med brød, dressing mv, kjøpt;51;989;235;7,8;0,34;26;2,6;14,7;0,7;0;6;0;1,1;0,15;0;9
03.465;Hyrdepai, med kjøttdeig, grønnsaker og potetmos;76;517;124;6;0,09;10,1;0;6,6;0,7;0;69;0,3;0,5;0,11;7;37
03.466;Hønsefrikassé, hjemmelaget;83;382;92;5;0,14;3,7;0;7,5;0,6;0;81;0,2;0,3;0,16;4;16
03.467;Innbakte pølser;51;1048;250;11,2;0,11;26,3;0,5;10,4;1,1;0;15;0;1,2;0,08;7;106
03.312;Kyllingburger, med brød, dressing mv, kjøpt;49;1048;250;11,4;0,28;24,8;2,6;10,8;1,3;0;12;0;1,1;0,21;1;18
03.302;Kyllinggryte, med tomat, løk, sopp;86;290;69;2,7;0,1;2,6;0;8,2;0,8;0;21;0,1;0,9;0,17;6;12
03.320;Kyllingnuggets, fritert, dagligvare;54;1124;269;16,7;0,33;13,1;0;16,7;1;0;6;0;0,9;0,38;0;6
03.307;Kyllingnuggets, fritert, fastfood;53;1009;241;12,9;0,17;14,2;0;16,5;1,3;0;7;0;0,9;0,37;0;24
03.257;Lammefrikassé;80;445;106;5,6;0,2;2,6;0;10,9;0,5;0;39;0,1;0,6;0,06;4;11
03.288;Lapskaus, lys, storfekjøtt;87;252;60;1,8;0,04;5,4;0;5,1;0,3;0;36;0;0,2;0,06;4;12
03.254;Lasagne, med kjøttdeig;72;636;152;8,4;0,15;10,1;0;8,6;0,8;0;45;0,4;0,8;0,06;2;165
03.315;Lasagne, med kjøttdeig, fryst, kjøpt;73;512;122;5,4;0,05;11,5;0;5,3;1;0;44;0,4;0,9;0,11;1;78
03.250;Moussaka, med kjøttdeig;73;615;147;8,2;0,25;11;0;6,7;1,1;0;50;0,6;1,6;0,13;12;55
